store_key,staff_key,store_inventory_quantity,date_time
134,6763,1100,2017-08-01
88,5248,700,2017-08-01
282,7447,900,2017-08-01
207,8318,1700,2017-08-01
277,2023,1800,2017-08-01
230,7946,600,2017-08-01
166,1232,1700,2017-08-01
204,6291,2000,2017-08-01
27,6064,500,2017-08-01
208,3163,2000,2017-08-01
112,1943,1400,2017-08-01
135,6063,600,2017-08-01
89,6604,900,2017-08-01
31,8227,1600,2017-08-01
84,5452,1300,2017-08-01
205,2546,1400,2017-08-01
165,2444,500,2017-08-01
86,8173,1900,2017-08-01
132,6424,1300,2017-08-01
269,1054,1300,2017-08-01
206,1609,2000,2017-08-01
39,3333,600,2017-08-01
24,6710,1500,2017-08-01
17,8276,1200,2017-08-01
87,4881,900,2017-08-01
181,2579,500,2017-08-01
164,2346,600,2017-08-01
4,4308,900,2017-08-01
113,3250,1000,2017-08-01
133,5163,500,2017-08-01
131,4369,1000,2017-08-01
62,1312,1500,2017-08-01
238,5824,1200,2017-08-01
260,3322,1200,2017-08-01
283,8743,900,2017-08-01
16,4701,900,2017-08-01
262,7458,500,2017-08-01
90,7192,900,2017-08-01
38,305,1400,2017-08-01
229,4078,1400,2017-08-01
81,2175,1600,2017-08-01
111,5494,1700,2017-08-01
136,4098,1700,2017-08-01
92,1904,1800,2017-08-01
128,452,1800,2017-08-01
236,6493,500,2017-08-01
55,7645,1700,2017-08-01
210,5856,1700,2017-08-01
151,1418,1100,2017-08-01
270,4269,1200,2017-08-01
99,4632,900,2017-08-01
201,2464,1600,2017-08-01
168,2608,1200,2017-08-01
137,5504,600,2017-08-01
200,3666,1900,2017-08-01
180,240,2000,2017-08-01
240,3444,600,2017-08-01
162,3210,1500,2017-08-01
297,1681,700,2017-08-01
268,6987,1800,2017-08-01
40,6665,1800,2017-08-01
83,2955,800,2017-08-01
53,8637,1600,2017-08-01
245,7673,500,2017-08-01
163,2185,1300,2017-08-01
183,927,1500,2017-08-01
209,2313,1900,2017-08-01
129,6376,1300,2017-08-01
254,7491,1900,2017-08-01
18,1243,1600,2017-08-01
167,4554,1200,2017-08-01
203,2768,800,2017-08-01
82,113,1600,2017-08-01
91,2041,1700,2017-08-01
239,4396,1400,2017-08-01
15,4347,1900,2017-08-01
202,2637,1100,2017-08-01
159,7418,1000,2017-08-01
117,8370,900,2017-08-01
54,4109,1500,2017-08-01
146,2628,1800,2017-08-01
35,710,900,2017-08-01
122,7635,1300,2017-08-01
58,2829,1700,2017-08-01
255,2869,1200,2017-08-01
30,3178,600,2017-08-01
102,4582,1000,2017-08-01
177,3006,2000,2017-08-01
156,8347,1700,2017-08-01
116,2941,1400,2017-08-01
68,1810,2000,2017-08-01
193,232,600,2017-08-01
108,4473,1400,2017-08-01
220,5582,900,2017-08-01
273,7294,600,2017-08-01
233,5785,1500,2017-08-01
12,5779,1300,2017-08-01
259,3857,700,2017-08-01
274,7968,1100,2017-08-01
22,931,2000,2017-08-01
109,3660,700,2017-08-01
175,2968,500,2017-08-01
34,6160,600,2017-08-01
242,2821,1200,2017-08-01
253,6438,800,2017-08-01
219,6421,1900,2017-08-01
147,6122,1400,2017-08-01
72,3371,700,2017-08-01
178,5066,1600,2017-08-01
119,6567,600,2017-08-01
43,8386,500,2017-08-01
192,4756,1000,2017-08-01
10,1301,1400,2017-08-01
247,5841,1900,2017-08-01
226,4168,1100,2017-08-01
11,8722,2000,2017-08-01
65,5536,600,2017-08-01
70,7064,1800,2017-08-01
286,3305,2000,2017-08-01
1,8079,1700,2017-08-01
105,3031,1000,2017-08-01
45,809,1400,2017-08-01
191,5108,1000,2017-08-01
145,1836,900,2017-08-01
155,5502,1800,2017-08-01
176,7112,1600,2017-08-01
69,82,1300,2017-08-01
222,4622,700,2017-08-01
190,5197,1300,2017-08-01
265,3035,1800,2017-08-01
49,4759,600,2017-08-01
8,2884,1800,2017-08-01
149,459,1400,2017-08-01
59,1811,1600,2017-08-01
243,758,2000,2017-08-01
279,7610,900,2017-08-01
221,4775,700,2017-08-01
121,574,1500,2017-08-01
288,2779,900,2017-08-01
71,6743,1300,2017-08-01
106,2160,1900,2017-08-01
144,4873,1500,2017-08-01
103,375,600,2017-08-01
258,3272,2000,2017-08-01
67,8216,1500,2017-08-01
120,6939,900,2017-08-01
264,6466,1500,2017-08-01
223,6429,1400,2017-08-01
218,3928,700,2017-08-01
29,4907,800,2017-08-01
187,3189,1000,2017-08-01
173,2387,600,2017-08-01
292,2498,1800,2017-08-01
36,8730,1300,2017-08-01
118,5914,1900,2017-08-01
154,6264,1200,2017-08-01
100,2036,600,2017-08-01
13,5022,1200,2017-08-01
186,1165,900,2017-08-01
275,4571,1800,2017-08-01
280,5358,900,2017-08-01
231,5967,1200,2017-08-01
290,7428,1300,2017-08-01
294,4498,1000,2017-08-01
48,598,1400,2017-08-01
23,2378,1200,2017-08-01
194,180,1000,2017-08-01
234,7333,900,2017-08-01
289,900,1400,2017-08-01
250,4510,1400,2017-08-01
74,6058,1700,2017-08-01
148,6835,600,2017-08-01
123,6897,1300,2017-08-01
7,2133,1700,2017-08-01
153,6584,700,2017-08-01
195,1152,500,2017-08-01
60,8615,1000,2017-08-01
261,6831,1900,2017-08-01
107,6022,1200,2017-08-01
2,8676,1800,2017-08-01
179,990,1800,2017-08-01
101,3606,800,2017-08-01
158,470,1100,2017-08-01
217,7833,1200,2017-08-01
25,4954,1900,2017-08-01
44,4230,1300,2017-08-01
266,3926,1300,2017-08-01
227,7892,700,2017-08-01
50,199,1200,2017-08-01
142,5689,2000,2017-08-01
174,4575,800,2017-08-01
224,4500,1200,2017-08-01
40,6665,1100,2017-09-01
277,7863,1700,2017-09-01
167,1466,1000,2017-09-01
187,6594,500,2017-09-01
29,5380,1900,2017-09-01
132,6424,1600,2017-09-01
49,4759,1700,2017-09-01
183,6740,500,2017-09-01
259,3857,1100,2017-09-01
190,8025,1600,2017-09-01
39,7639,500,2017-09-01
129,6376,1500,2017-09-01
117,8370,1900,2017-09-01
53,4791,1300,2017-09-01
86,708,1200,2017-09-01
113,3250,1600,2017-09-01
87,7068,1100,2017-09-01
279,6257,1300,2017-09-01
178,8489,2000,2017-09-01
238,5824,1800,2017-09-01
182,7505,1900,2017-09-01
88,4037,1200,2017-09-01
282,7447,1300,2017-09-01
203,8130,1800,2017-09-01
274,7968,1800,2017-09-01
165,3199,1100,2017-09-01
112,6159,1800,2017-09-01
204,4532,1200,2017-09-01
44,5806,1200,2017-09-01
189,4443,1300,2017-09-01
205,5177,1100,2017-09-01
245,2142,1600,2017-09-01
177,3006,1100,2017-09-01
48,598,1800,2017-09-01
118,3953,2000,2017-09-01
27,8657,800,2017-09-01
108,4473,900,2017-09-01
131,4369,700,2017-09-01
30,4904,500,2017-09-01
106,2160,1700,2017-09-01
89,6604,1100,2017-09-01
244,2027,900,2017-09-01
107,6022,1300,2017-09-01
119,1583,1500,2017-09-01
54,4109,1600,2017-09-01
90,7192,1200,2017-09-01
258,5951,800,2017-09-01
166,1232,2000,2017-09-01
16,6026,800,2017-09-01
13,5022,1900,2017-09-01
11,8722,2000,2017-09-01
110,7218,1300,2017-09-01
50,199,1100,2017-09-01
28,8069,600,2017-09-01
170,8427,1200,2017-09-01
184,1939,1900,2017-09-01
198,2905,1700,2017-09-01
174,4019,600,2017-09-01
179,6038,800,2017-09-01
97,8039,1800,2017-09-01
101,8363,1700,2017-09-01
246,1879,1900,2017-09-01
271,8354,1500,2017-09-01
297,4925,1800,2017-09-01
43,1559,1300,2017-09-01
52,2069,700,2017-09-01
7,7104,1100,2017-09-01
169,8007,700,2017-09-01
45,809,1300,2017-09-01
96,696,1200,2017-09-01
186,2339,1500,2017-09-01
272,3004,1400,2017-09-01
124,200,1300,2017-09-01
195,5997,1200,2017-09-01
99,7552,1600,2017-09-01
123,7266,600,2017-09-01
241,6788,800,2017-09-01
185,7268,900,2017-09-01
172,1576,1100,2017-09-01
42,8553,800,2017-09-01
293,6959,1900,2017-09-01
275,3630,600,2017-09-01
98,8729,600,2017-09-01
173,818,1800,2017-09-01
196,38,700,2017-09-01
248,7903,1200,2017-09-01
51,3569,1800,2017-09-01
194,8085,1200,2017-09-01
171,2165,1700,2017-09-01
280,7141,1900,2017-09-01
197,2850,1500,2017-09-01
100,1482,2000,2017-09-01
242,6025,1900,2017-09-01
120,6711,1400,2017-09-01
6,6226,1600,2017-09-01
47,2846,800,2017-09-01
168,4737,800,2017-09-01
201,5014,900,2017-09-01
270,4269,1800,2017-09-01
92,1904,1100,2017-09-01
8,2884,1300,2017-09-01
243,758,1100,2017-09-01
191,2655,1800,2017-09-01
278,6657,1300,2017-09-01
200,3200,900,2017-09-01
128,452,2000,2017-09-01
105,3970,1500,2017-09-01
202,4850,1500,2017-09-01
247,2486,1500,2017-09-01
180,240,1200,2017-09-01
15,6002,1300,2017-09-01
239,725,1700,2017-09-01
91,2906,500,2017-09-01
111,4595,1000,2017-09-01
176,8433,500,2017-09-01
121,7619,1200,2017-09-01
103,7569,1100,2017-09-01
249,1329,900,2017-09-01
175,5303,1000,2017-09-01
125,7404,1800,2017-09-01
95,382,1300,2017-09-01
12,5779,1100,2017-09-01
273,6622,1900,2017-09-01
14,5873,1800,2017-09-01
193,8554,1900,2017-09-01
281,4076,600,2017-09-01
199,6008,800,2017-09-01
290,7428,600,2017-09-01
41,5842,1200,2017-09-01
122,7635,600,2017-09-01
114,3113,900,2017-09-01
116,2070,1800,2017-09-01
102,7383,1800,2017-09-01
127,5732,1600,2017-09-01
240,5746,2000,2017-09-01
93,6698,600,2017-09-01
192,4756,1800,2017-09-01
109,1094,1000,2017-09-01
10,1301,900,2017-09-01
181,4272,1900,2017-09-01
250,4510,1500,2017-09-01
137,5504,1700,2017-09-01
67,8216,800,2017-09-01
34,1900,1900,2017-09-01
80,3343,2000,2017-09-01
19,4173,1800,2017-09-01
68,8230,1600,2017-09-01
146,2628,1500,2017-09-01
211,4945,1500,2017-09-01
59,3331,1400,2017-09-01
56,7602,1100,2017-09-01
222,815,800,2017-09-01
155,5615,1100,2017-09-01
79,8198,1600,2017-09-01
69,6049,800,2017-09-01
161,3920,600,2017-09-01
251,1771,1700,2017-09-01
22,5445,1100,2017-09-01
138,142,1500,2017-09-01
286,1441,1500,2017-09-01
142,5689,1200,2017-09-01
1,8079,1000,2017-09-01
253,8035,1400,2017-09-01
288,4884,1900,2017-09-01
65,2943,1100,2017-09-01
255,2178,600,2017-09-01
82,113,700,2017-09-01
18,1243,700,2017-09-01
23,588,2000,2017-09-01
148,4740,2000,2017-09-01
224,5070,1500,2017-09-01
25,1499,1700,2017-09-01
81,4526,1300,2017-09-01
154,5966,600,2017-09-01
162,97,1300,2017-09-01
38,305,1100,2017-09-01
136,4098,1200,2017-09-01
236,2335,700,2017-09-01
210,2358,1500,2017-09-01
264,1111,1200,2017-09-01
60,1497,1800,2017-09-01
55,2271,2000,2017-09-01
223,1549,2000,2017-09-01
284,5087,1500,2017-09-01
226,4168,1000,2017-09-01
78,7524,1500,2017-09-01
145,4157,1500,2017-09-01
252,5470,600,2017-09-01
219,6421,700,2017-09-01
285,6398,1300,2017-09-01
294,3492,1500,2017-09-01
72,8238,1900,2017-09-01
2,505,1200,2017-09-01
266,618,1400,2017-09-01
214,3618,1900,2017-09-01
261,2359,1900,2017-09-01
57,8430,700,2017-09-01
158,3624,500,2017-09-01
21,8103,800,2017-09-01
218,3482,1500,2017-09-01
36,6326,1100,2017-09-01
216,7118,700,2017-09-01
256,6847,1600,2017-09-01
159,6925,1600,2017-09-01
234,898,1100,2017-09-01
217,7833,1400,2017-09-01
26,8594,1200,2017-09-01
70,7064,1500,2017-09-01
289,6832,600,2017-09-01
233,5350,700,2017-09-01
77,7915,1500,2017-09-01
267,6158,800,2017-09-01
139,3258,1100,2017-09-01
265,2624,1500,2017-09-01
212,8750,1900,2017-09-01
221,1902,1800,2017-09-01
144,8031,1900,2017-09-01
71,6359,2000,2017-09-01
3,4304,800,2017-09-01
76,6059,500,2017-09-01
213,491,1100,2017-09-01
35,7131,1900,2017-09-01
58,4603,700,2017-09-01
160,5940,1000,2017-09-01
156,6995,1000,2017-09-01
32,885,700,2017-09-01
235,2723,1500,2017-09-01
220,7683,600,2017-09-01
20,6986,1800,2017-09-01
140,6595,1300,2017-09-01
149,459,600,2017-09-01
147,6122,1300,2017-09-01
74,5372,1300,2017-09-01
17,3911,1300,2017-09-01
230,7946,700,2017-09-01
262,1993,1400,2017-09-01
283,3708,1800,2017-09-01
227,5757,1000,2017-09-01
164,5239,1300,2017-09-01
134,6763,1100,2017-09-01
254,3348,1200,2017-09-01
135,2622,500,2017-09-01
263,6899,1800,2017-09-01
208,6418,1900,2017-09-01
4,2073,1600,2017-09-01
133,6199,1600,2017-09-01
287,2527,1800,2017-09-01
229,492,1600,2017-09-01
31,8227,1600,2017-09-01
150,8521,1900,2017-09-01
295,4559,900,2017-09-01
151,1418,900,2017-09-01
207,8318,700,2017-09-01
228,8115,800,2017-09-01
61,4960,1700,2017-09-01
84,5452,1100,2017-09-01
291,3800,1100,2017-09-01
292,4122,1500,2017-09-01
260,3322,1000,2017-09-01
63,5057,700,2017-09-01
153,3145,1200,2017-09-01
268,4456,2000,2017-09-01
296,4302,1500,2017-09-01
62,1312,1700,2017-09-01
0,5738,800,2017-09-01
269,789,700,2017-09-01
231,5219,600,2017-09-01
83,2955,800,2017-09-01
24,6710,1500,2017-09-01
209,2313,900,2017-09-01
152,5138,1400,2017-09-01
206,1609,500,2017-09-01
163,2185,1800,2017-09-01
194,180,600,2017-10-01
229,4078,800,2017-10-01
277,5154,1200,2017-10-01
122,8089,2000,2017-10-01
62,1312,1100,2017-10-01
151,1418,800,2017-10-01
50,3688,600,2017-10-01
58,2829,500,2017-10-01
45,809,1700,2017-10-01
220,5582,1600,2017-10-01
102,7383,2000,2017-10-01
297,1681,800,2017-10-01
192,6446,2000,2017-10-01
221,4775,1900,2017-10-01
142,5682,1100,2017-10-01
294,3492,1100,2017-10-01
280,3356,2000,2017-10-01
144,8031,1800,2017-10-01
121,7619,1400,2017-10-01
30,3178,1000,2017-10-01
103,7569,1500,2017-10-01
217,6519,1200,2017-10-01
173,2387,500,2017-10-01
71,6359,1200,2017-10-01
234,7333,1900,2017-10-01
278,4088,800,2017-10-01
180,2588,1100,2017-10-01
181,4272,1400,2017-10-01
156,6995,1600,2017-10-01
152,8123,900,2017-10-01
288,4884,600,2017-10-01
174,4575,600,2017-10-01
182,7505,1200,2017-10-01
245,1613,1600,2017-10-01
2,8561,1600,2017-10-01
112,3824,1300,2017-10-01
101,1123,1500,2017-10-01
72,8238,1200,2017-10-01
158,6866,1900,2017-10-01
24,3890,1300,2017-10-01
218,3928,1900,2017-10-01
262,1993,900,2017-10-01
100,2036,1500,2017-10-01
7,7104,500,2017-10-01
219,6421,800,2017-10-01
230,7799,1600,2017-10-01
113,3250,1600,2017-10-01
233,5785,700,2017-10-01
175,2968,700,2017-10-01
254,7491,600,2017-10-01
36,8730,1900,2017-10-01
266,3926,500,2017-10-01
35,710,1400,2017-10-01
183,6740,1200,2017-10-01
261,6831,1800,2017-10-01
273,6622,1100,2017-10-01
43,891,1200,2017-10-01
242,6025,500,2017-10-01
193,232,1700,2017-10-01
73,6944,900,2017-10-01
111,5494,1200,2017-10-01
12,2405,1100,2017-10-01
244,7056,1000,2017-10-01
114,6015,1200,2017-10-01
187,6594,2000,2017-10-01
154,7108,1500,2017-10-01
109,1094,800,2017-10-01
60,5399,1300,2017-10-01
264,6466,2000,2017-10-01
179,6038,2000,2017-10-01
223,1549,1800,2017-10-01
231,5967,1900,2017-10-01
118,3953,1300,2017-10-01
48,5593,1500,2017-10-01
153,6584,1000,2017-10-01
253,3319,1000,2017-10-01
189,4694,1500,2017-10-01
44,4230,1800,2017-10-01
29,5380,1100,2017-10-01
147,5325,1500,2017-10-01
186,222,1200,2017-10-01
116,7001,1200,2017-10-01
0,3089,1900,2017-10-01
25,4954,1900,2017-10-01
9,4914,1200,2017-10-01
258,3272,1800,2017-10-01
10,3747,1200,2017-10-01
255,2178,800,2017-10-01
108,4473,900,2017-10-01
65,2943,500,2017-10-01
178,8489,1300,2017-10-01
23,2378,2000,2017-10-01
149,8052,1700,2017-10-01
148,5246,1500,2017-10-01
226,7187,1600,2017-10-01
279,6257,1300,2017-10-01
224,782,1200,2017-10-01
293,5198,600,2017-10-01
117,8370,500,2017-10-01
66,2130,800,2017-10-01
107,8029,1100,2017-10-01
296,4302,900,2017-10-01
274,5393,1800,2017-10-01
227,6233,1000,2017-10-01
275,3630,1000,2017-10-01
69,82,500,2017-10-01
22,5907,900,2017-10-01
120,6939,800,2017-10-01
150,8521,1900,2017-10-01
63,7624,1600,2017-10-01
11,6719,500,2017-10-01
105,3031,1000,2017-10-01
8,694,600,2017-10-01
247,2311,700,2017-10-01
228,210,800,2017-10-01
145,4157,1000,2017-10-01
176,4611,1500,2017-10-01
70,706,600,2017-10-01
287,2527,1200,2017-10-01
1,8079,1800,2017-10-01
191,2655,700,2017-10-01
243,6003,1600,2017-10-01
292,8534,1500,2017-10-01
265,4129,1200,2017-10-01
259,8755,1500,2017-10-01
155,5098,800,2017-10-01
34,1900,1500,2017-10-01
185,6047,1600,2017-10-01
263,4891,1700,2017-10-01
67,8216,700,2017-10-01
177,3006,900,2017-10-01
68,1810,600,2017-10-01
146,3540,1100,2017-10-01
106,2454,1700,2017-10-01
246,1879,1900,2017-10-01
289,6832,1700,2017-10-01
59,4693,1100,2017-10-01
119,6016,600,2017-10-01
286,3305,1300,2017-10-01
222,7365,1600,2017-10-01
49,5610,1400,2017-10-01
110,3521,500,2017-10-01
47,438,1900,2017-10-01
184,1939,700,2017-10-01
61,4960,900,2017-10-01
190,8025,600,2017-10-01
74,3014,1100,2017-10-01
200,3200,1000,2017-10-01
123,6897,700,2017-10-01
168,4737,1000,2017-10-01
284,5008,600,2017-10-01
55,1136,500,2017-10-01
201,2464,1700,2017-10-01
270,3497,500,2017-10-01
92,1208,900,2017-10-01
210,5856,1900,2017-10-01
136,4098,1900,2017-10-01
128,452,1400,2017-10-01
162,3210,1400,2017-10-01
202,2637,1600,2017-10-01
81,1144,1900,2017-10-01
236,2783,1300,2017-10-01
239,725,2000,2017-10-01
15,6002,1100,2017-10-01
91,2041,1900,2017-10-01
38,1496,1900,2017-10-01
137,7655,1800,2017-10-01
18,1243,1700,2017-10-01
249,7852,2000,2017-10-01
19,4635,1400,2017-10-01
77,6759,1500,2017-10-01
267,6158,500,2017-10-01
125,6639,700,2017-10-01
95,4656,1000,2017-10-01
78,7524,900,2017-10-01
138,142,1700,2017-10-01
251,6816,1400,2017-10-01
14,8124,1800,2017-10-01
41,300,1800,2017-10-01
281,3865,1800,2017-10-01
161,3920,1000,2017-10-01
199,3997,1000,2017-10-01
56,6185,700,2017-10-01
94,3225,1300,2017-10-01
240,3444,1300,2017-10-01
211,4945,600,2017-10-01
79,8357,2000,2017-10-01
127,5732,1000,2017-10-01
93,6698,500,2017-10-01
80,7335,1500,2017-10-01
82,6597,1400,2017-10-01
203,2768,800,2017-10-01
167,8681,800,2017-10-01
238,7700,1900,2017-10-01
84,4590,1000,2017-10-01
165,3199,1000,2017-10-01
85,2215,1000,2017-10-01
205,5177,2000,2017-10-01
133,5163,800,2017-10-01
131,4369,1400,2017-10-01
295,228,1800,2017-10-01
4,2073,1200,2017-10-01
164,5344,600,2017-10-01
87,7068,1600,2017-10-01
17,8276,1000,2017-10-01
39,7639,1000,2017-10-01
54,1403,1600,2017-10-01
206,1364,500,2017-10-01
269,1054,1000,2017-10-01
132,977,2000,2017-10-01
86,3545,1500,2017-10-01
250,1646,900,2017-10-01
134,520,1000,2017-10-01
88,4225,1700,2017-10-01
282,6528,1700,2017-10-01
260,3817,1100,2017-10-01
209,1797,500,2017-10-01
129,356,1600,2017-10-01
27,6064,1500,2017-10-01
163,4149,1500,2017-10-01
53,7798,1200,2017-10-01
90,5391,600,2017-10-01
40,1963,700,2017-10-01
83,2955,1900,2017-10-01
291,3954,1400,2017-10-01
52,3164,500,2017-10-01
268,1254,600,2017-10-01
16,6026,1600,2017-10-01
89,4786,1800,2017-10-01
208,6418,2000,2017-10-01
135,6063,1600,2017-10-01
166,7859,1300,2017-10-01
31,8227,1100,2017-10-01
207,8318,1400,2017-10-01
204,6291,900,2017-10-01
256,54,900,2017-10-01
283,508,1900,2017-10-01
3,8171,1900,2017-10-01
290,8065,1600,2017-10-01
171,5384,1300,2017-10-01
75,309,1900,2017-10-01
99,7552,1000,2017-10-01
159,6925,1500,2017-10-01
197,2850,1400,2017-10-01
97,7938,800,2017-10-01
196,551,1300,2017-10-01
252,3809,1000,2017-10-01
51,413,700,2017-10-01
216,4819,1900,2017-10-01
76,5024,500,2017-10-01
172,4746,1200,2017-10-01
96,6286,1900,2017-10-01
214,3618,1100,2017-10-01
21,6204,1900,2017-10-01
198,4323,700,2017-10-01
213,4796,1800,2017-10-01
98,605,1300,2017-10-01
235,1182,1100,2017-10-01
20,6986,1100,2017-10-01
170,6920,700,2017-10-01
42,2994,1300,2017-10-01
160,4065,1700,2017-10-01
28,863,2000,2017-10-01
32,3432,1200,2017-10-01
272,3004,700,2017-10-01
6,1830,1800,2017-10-01
57,6891,500,2017-10-01
248,2465,1600,2017-10-01
285,6398,1100,2017-10-01
195,1152,1600,2017-10-01
140,4568,1900,2017-10-01
13,5990,900,2017-10-01
26,8508,1500,2017-10-01
124,200,1500,2017-10-01
139,2999,700,2017-10-01
169,5927,1100,2017-10-01
241,2019,1300,2017-10-01
271,5644,1000,2017-10-01
212,8750,1100,2017-10-01
207,8027,700,2017-11-01
291,3954,600,2017-11-01
28,8069,1100,2017-11-01
97,8614,2000,2017-11-01
63,3557,1400,2017-11-01
226,4168,800,2017-11-01
53,4791,500,2017-11-01
290,7428,1400,2017-11-01
47,6132,1100,2017-11-01
16,6026,800,2017-11-01
90,5391,1600,2017-11-01
60,8615,1800,2017-11-01
263,4028,900,2017-11-01
83,6492,500,2017-11-01
186,222,1500,2017-11-01
109,1094,2000,2017-11-01
268,4456,1700,2017-11-01
101,1123,1200,2017-11-01
29,8313,1100,2017-11-01
196,551,800,2017-11-01
89,4090,1100,2017-11-01
12,2405,1000,2017-11-01
275,532,1400,2017-11-01
185,6047,1000,2017-11-01
272,7600,800,2017-11-01
231,5967,700,2017-11-01
227,6233,1200,2017-11-01
289,900,1500,2017-11-01
214,3618,2000,2017-11-01
208,6418,1600,2017-11-01
104,8419,700,2017-11-01
57,7537,500,2017-11-01
87,7068,500,2017-11-01
24,3890,600,2017-11-01
13,5990,700,2017-11-01
217,1795,1800,2017-11-01
112,6159,1500,2017-11-01
206,1364,1100,2017-11-01
245,7673,1300,2017-11-01
182,7505,1600,2017-11-01
234,898,900,2017-11-01
85,2639,1100,2017-11-01
241,6788,500,2017-11-01
195,1152,1000,2017-11-01
230,1913,700,2017-11-01
54,1403,800,2017-11-01
86,3545,1200,2017-11-01
269,3038,500,2017-11-01
277,7863,500,2017-11-01
181,2857,1900,2017-11-01
74,6058,1300,2017-11-01
99,4632,1500,2017-11-01
262,7948,1800,2017-11-01
216,4819,1700,2017-11-01
183,6740,1100,2017-11-01
218,7629,600,2017-11-01
100,1482,2000,2017-11-01
204,4532,1300,2017-11-01
88,5248,900,2017-11-01
295,7916,1500,2017-11-01
260,3322,1500,2017-11-01
228,8125,1800,2017-11-01
98,8729,600,2017-11-01
72,2020,1100,2017-11-01
184,1939,1400,2017-11-01
61,1125,1200,2017-11-01
21,4975,700,2017-11-01
266,3926,1200,2017-11-01
84,5452,1700,2017-11-01
50,5821,1500,2017-11-01
205,5177,1300,2017-11-01
17,8276,1000,2017-11-01
229,4078,1100,2017-11-01
73,6944,800,2017-11-01
111,5494,1400,2017-11-01
238,7700,2000,2017-11-01
110,7218,500,2017-11-01
108,8166,800,2017-11-01
219,4335,1800,2017-11-01
56,6185,700,2017-11-01
49,4759,1400,2017-11-01
96,6286,900,2017-11-01
211,3426,1200,2017-11-01
222,4622,1000,2017-11-01
94,5776,900,2017-11-01
271,6295,600,2017-11-01
240,3444,500,2017-11-01
71,6359,800,2017-11-01
59,4693,1900,2017-11-01
58,4603,1800,2017-11-01
192,4756,1900,2017-11-01
79,8198,2000,2017-11-01
106,5642,800,2017-11-01
68,8230,700,2017-11-01
93,6698,1000,2017-11-01
102,5460,700,2017-11-01
67,5626,1900,2017-11-01
19,4173,1700,2017-11-01
199,3997,1700,2017-11-01
190,4114,600,2017-11-01
103,7569,2000,2017-11-01
76,7173,1500,2017-11-01
191,2655,1000,2017-11-01
70,2665,1600,2017-11-01
297,4925,1800,2017-11-01
77,6759,1800,2017-11-01
52,3164,600,2017-11-01
259,3857,700,2017-11-01
11,6719,500,2017-11-01
267,832,1000,2017-11-01
265,4129,1500,2017-11-01
198,4323,1400,2017-11-01
95,4656,700,2017-11-01
294,4498,600,2017-11-01
212,8750,1900,2017-11-01
78,168,1200,2017-11-01
105,3031,600,2017-11-01
26,8508,1300,2017-11-01
235,1339,1600,2017-11-01
14,5873,1800,2017-11-01
22,5907,1200,2017-11-01
69,1000,1200,2017-11-01
221,1251,1100,2017-11-01
75,8086,800,2017-11-01
80,3343,1600,2017-11-01
200,7454,2000,2017-11-01
261,5987,1700,2017-11-01
197,2477,900,2017-11-01
224,5070,1700,2017-11-01
10,1301,600,2017-11-01
15,4347,1700,2017-11-01
293,6959,1400,2017-11-01
236,2783,700,2017-11-01
18,3703,800,2017-11-01
27,6064,1300,2017-11-01
91,2041,1800,2017-11-01
23,2378,600,2017-11-01
65,2943,1600,2017-11-01
243,6003,500,2017-11-01
20,1063,1600,2017-11-01
233,5785,1000,2017-11-01
82,8350,500,2017-11-01
203,2768,1500,2017-11-01
209,2313,1600,2017-11-01
244,7056,900,2017-11-01
81,1144,1100,2017-11-01
239,2295,1100,2017-11-01
66,5351,1600,2017-11-01
107,5076,800,2017-11-01
220,5582,1500,2017-11-01
264,1984,700,2017-11-01
55,2271,1400,2017-11-01
274,5393,1400,2017-11-01
189,4336,1100,2017-11-01
48,7846,1500,2017-11-01
201,2464,900,2017-11-01
270,4269,800,2017-11-01
188,3667,1200,2017-11-01
213,5431,1400,2017-11-01
210,2358,1500,2017-11-01
92,1904,1900,2017-11-01
25,1499,700,2017-11-01
193,2490,1700,2017-11-01
296,5200,2000,2017-11-01
242,8071,600,2017-11-01
187,6594,1600,2017-11-01
273,6569,1700,2017-11-01
51,8146,1100,2017-11-01
202,2637,600,2017-11-01
223,6429,600,2017-11-01
194,8085,1300,2017-11-01
62,1312,1300,2017-11-01
3,4304,800,2017-11-01
2,8676,1500,2017-11-01
162,97,1600,2017-11-01
280,5358,700,2017-11-01
136,4098,1300,2017-11-01
34,8669,600,2017-11-01
246,1879,900,2017-11-01
131,155,1100,2017-11-01
158,6866,1200,2017-11-01
147,6122,600,2017-11-01
282,7447,600,2017-11-01
165,2444,900,2017-11-01
253,8035,1000,2017-11-01
118,4777,1600,2017-11-01
115,7546,1700,2017-11-01
42,5086,900,2017-11-01
284,7219,1000,2017-11-01
137,5504,1500,2017-11-01
45,809,700,2017-11-01
114,6015,1900,2017-11-01
40,6665,600,2017-11-01
130,4754,900,2017-11-01
148,6835,1700,2017-11-01
255,4616,1800,2017-11-01
39,5526,1600,2017-11-01
121,574,1900,2017-11-01
144,4873,900,2017-11-01
36,6326,800,2017-11-01
166,6677,500,2017-11-01
154,6264,1000,2017-11-01
278,4088,800,2017-11-01
172,6216,500,2017-11-01
256,6847,1800,2017-11-01
180,2588,500,2017-11-01
146,8104,1900,2017-11-01
157,920,1300,2017-11-01
7,743,1700,2017-11-01
9,5211,500,2017-11-01
283,3708,600,2017-11-01
43,891,1700,2017-11-01
135,1463,1500,2017-11-01
