customer_key,store_key,customer_cumulative_spent,customer_level,date_time
26566,183,177.2,Gold,2018-09-04 09:32:29
26455,130,158.0,Gold,2018-09-04 09:35:03
5249,83,1259.3,VIP,2018-09-04 09:36:28
5249,113,545.3,VIP,2018-09-04 09:36:28
26489,118,676.6,Diamond,2018-09-04 09:43:44
26524,45,192.2,Gold,2018-09-04 09:52:29
26535,102,163.5,Gold,2018-09-04 09:54:42
26495,42,543.8,Diamond,2018-09-04 10:05:24
5900,10,200.4,Platinum,2018-09-04 10:05:30
5900,122,171.6,Platinum,2018-09-04 10:05:30
26515,117,715.9,Diamond,2018-09-04 10:10:15
3279,258,295.7,VIP,2018-09-04 10:25:57
3279,10,207.0,VIP,2018-09-04 10:25:57
3279,34,1688.0,VIP,2018-09-04 10:25:57
26556,236,100.1,Gold,2018-09-04 10:30:16
26436,142,176.2,Gold,2018-09-04 10:38:26
13438,113,589.7,VIP,2018-09-04 10:39:30
13438,90,1159.0,VIP,2018-09-04 10:39:30
13438,71,345.2,VIP,2018-09-04 10:39:30
26437,279,370.2,Platinum,2018-09-04 10:40:04
26457,222,477.1,Platinum,2018-09-04 10:40:21
26538,88,364.4,Platinum,2018-09-04 10:43:29
26551,195,138.2,Gold,2018-09-04 10:45:46
25119,117,86.4,VIP,2018-09-04 10:46:22
25119,179,1027.6,VIP,2018-09-04 10:46:22
15598,81,144.9,Diamond,2018-09-04 10:46:53
15598,77,449.0,Diamond,2018-09-04 10:46:53
26503,112,820.8,Diamond,2018-09-04 10:55:59
296,15,186.9,Platinum,2018-09-04 11:01:57
296,266,83.0,Platinum,2018-09-04 11:01:57
26479,236,391.7,Platinum,2018-09-04 11:07:21
22286,86,177.7,VIP,2018-09-04 11:20:21
22286,168,1291.0,VIP,2018-09-04 11:20:21
26501,149,691.5,Diamond,2018-09-04 11:31:30
26467,225,119.4,Gold,2018-09-04 11:33:28
24815,71,363.3,VIP,2018-09-04 11:45:40
24815,169,858.6,VIP,2018-09-04 11:45:40
26474,109,282.1,Platinum,2018-09-04 11:51:04
26490,112,274.7,Platinum,2018-09-04 11:51:57
26522,297,202.7,Gold,2018-09-04 12:00:37
26469,88,457.4,Platinum,2018-09-04 12:17:04
26473,58,707.1,Diamond,2018-09-04 12:18:48
26557,15,287.4,Platinum,2018-09-04 12:20:18
26475,2,466.2,Platinum,2018-09-04 12:20:47
26518,60,352.1,Platinum,2018-09-04 12:35:08
26453,149,347.0,Platinum,2018-09-04 12:42:36
26435,241,122.0,Gold,2018-09-04 12:45:01
26502,117,104.8,Gold,2018-09-04 12:47:34
26546,26,829.3,Diamond,2018-09-04 12:48:23
6769,3,1032.7,VIP,2018-09-04 13:00:59
6769,250,400.7,VIP,2018-09-04 13:00:59
26454,21,136.2,Gold,2018-09-04 13:01:04
4821,1,390.0,Diamond,2018-09-04 13:15:05
4821,277,550.5,Diamond,2018-09-04 13:15:05
26444,155,886.0,Diamond,2018-09-04 13:27:15
3988,146,295.8,VIP,2018-09-04 13:34:02
3988,45,716.1,VIP,2018-09-04 13:34:02
952,289,312.3,Platinum,2018-09-04 13:42:30
952,27,170.4,Platinum,2018-09-04 13:42:30
14593,165,784.4,VIP,2018-09-04 13:47:15
14593,188,1197.0,VIP,2018-09-04 13:47:15
14593,198,325.2,VIP,2018-09-04 13:47:15
20081,119,695.6,Diamond,2018-09-04 13:47:39
20081,260,268.9,Diamond,2018-09-04 13:47:39
26463,164,175.9,Gold,2018-09-04 13:50:43
26560,33,499.3,Platinum,2018-09-04 13:54:36
26554,75,231.6,Gold,2018-09-04 13:57:32
26525,200,581.5,Diamond,2018-09-04 14:09:12
26545,22,772.0,Diamond,2018-09-04 14:11:18
26520,295,260.0,Platinum,2018-09-04 14:13:05
10173,174,70.1,Diamond,2018-09-04 14:15:00
10173,42,608.1,Diamond,2018-09-04 14:15:00
7864,180,1261.8,VIP,2018-09-04 14:16:51
7864,228,189.3,VIP,2018-09-04 14:16:51
16390,149,610.0,VIP,2018-09-04 14:19:18
16390,292,744.5,VIP,2018-09-04 14:19:18
26526,154,1577.4,VIP,2018-09-04 14:23:40
26558,96,520.4,Diamond,2018-09-04 14:36:46
26540,87,238.7,Gold,2018-09-04 14:49:25
19390,265,589.6,VIP,2018-09-04 14:54:18
19390,110,1527.8,VIP,2018-09-04 14:54:18
26509,272,336.6,Platinum,2018-09-04 15:04:00
23030,245,830.3,VIP,2018-09-04 15:06:05
23030,94,867.5,VIP,2018-09-04 15:06:05
10083,206,441.5,Diamond,2018-09-04 15:08:43
10083,244,198.5,Diamond,2018-09-04 15:08:43
26514,101,401.6,Platinum,2018-09-04 15:45:06
26530,82,177.5,Gold,2018-09-04 15:57:37
2135,115,1260.1,VIP,2018-09-04 16:05:12
2135,224,2374.2,VIP,2018-09-04 16:05:12
2135,208,120.5,VIP,2018-09-04 16:05:12
26542,71,95.7,Member,2018-09-04 16:19:09
26519,276,421.8,Platinum,2018-09-04 16:32:31
26552,113,195.8,Gold,2018-09-04 16:33:35
26544,232,711.6,Diamond,2018-09-04 16:36:42
26532,124,783.0,Diamond,2018-09-04 16:37:52
26484,68,146.8,Gold,2018-09-04 16:44:40
26449,10,62.2,Member,2018-09-04 16:45:03
26492,135,1834.7,VIP,2018-09-04 16:51:45
26476,241,648.9,Diamond,2018-09-04 16:55:14
26559,13,206.6,Gold,2018-09-04 16:58:30
26528,26,985.5,Diamond,2018-09-04 16:59:43
24100,194,504.3,VIP,2018-09-04 17:17:29
24100,77,1848.9,VIP,2018-09-04 17:17:29
15825,7,1303.3,VIP,2018-09-04 17:24:24
15825,123,737.8,VIP,2018-09-04 17:24:24
15825,16,582.1,VIP,2018-09-04 17:24:24
26534,262,164.3,Gold,2018-09-04 17:27:59
26568,115,465.6,Platinum,2018-09-04 17:30:42
21997,14,463.5,Diamond,2018-09-04 17:31:12
21997,30,380.8,Diamond,2018-09-04 17:31:12
26441,296,919.4,Diamond,2018-09-04 17:32:19
26458,254,148.3,Gold,2018-09-04 17:36:41
22634,56,192.6,Platinum,2018-09-04 17:44:32
22634,51,201.0,Platinum,2018-09-04 17:44:32
18435,271,143.5,VIP,2018-09-04 17:57:17
18435,62,940.8,VIP,2018-09-04 17:57:17
26461,10,294.6,Platinum,2018-09-04 18:01:45
26567,42,360.9,Platinum,2018-09-04 18:14:13
26516,80,243.2,Gold,2018-09-04 18:14:40
26439,99,1439.5,VIP,2018-09-04 18:21:55
26460,129,350.0,Platinum,2018-09-04 18:32:53
26488,131,254.4,Platinum,2018-09-04 18:42:39
26438,210,350.2,Platinum,2018-09-04 18:43:12
26507,31,207.0,Gold,2018-09-04 18:43:32
26446,265,238.4,Diamond,2018-09-04 18:54:17
26446,270,304.5,Diamond,2018-09-04 18:54:17
26512,272,855.1,Diamond,2018-09-04 19:01:02
26562,78,123.7,Gold,2018-09-04 19:04:10
8819,213,147.1,Platinum,2018-09-04 19:07:44
8819,18,143.9,Platinum,2018-09-04 19:07:44
26549,244,593.4,Diamond,2018-09-04 19:07:44
26498,143,357.2,Platinum,2018-09-04 19:21:32
26445,238,525.7,Diamond,2018-09-04 19:24:41
26464,11,161.6,Gold,2018-09-04 19:26:58
26494,124,776.4,Diamond,2018-09-04 19:28:46
6406,268,1020.3,VIP,2018-09-04 20:08:14
6406,254,580.8,VIP,2018-09-04 20:08:14
6406,246,517.1,VIP,2018-09-04 20:08:14
24608,198,822.0,VIP,2018-09-04 20:16:29
24608,156,2036.6,VIP,2018-09-04 20:16:29
26553,97,117.7,Gold,2018-09-04 20:17:01
26564,165,84.7,Member,2018-09-04 20:21:12
9872,123,583.4,Diamond,2018-09-04 20:41:57
9872,88,139.6,Diamond,2018-09-04 20:41:57
3633,104,96.5,VIP,2018-09-04 20:43:40
3633,85,633.4,VIP,2018-09-04 20:43:40
3633,19,350.0,VIP,2018-09-04 20:43:40
26499,292,131.2,Gold,2018-09-04 20:44:11
26452,159,403.6,Platinum,2018-09-04 20:49:44
26511,26,311.5,Platinum,2018-09-04 21:00:39
26472,22,1021.4,VIP,2018-09-04 21:00:40
26442,52,186.9,Gold,2018-09-04 21:04:05
12533,96,835.8,VIP,2018-09-04 21:32:10
12533,95,196.5,VIP,2018-09-04 21:32:10
26531,89,1438.4,VIP,2018-09-04 21:35:50
26459,221,305.9,Platinum,2018-09-04 21:40:03
26548,47,312.1,Platinum,2018-09-04 21:49:52
623,78,1758.8,VIP,2018-09-04 22:06:47
623,191,797.8,VIP,2018-09-04 22:06:47
26451,49,455.2,Platinum,2018-09-04 22:11:56
26541,14,474.2,Platinum,2018-09-04 22:12:24
26483,286,105.1,Gold,2018-09-04 22:14:05
26491,59,256.2,Platinum,2018-09-04 22:17:30
26555,275,427.1,Platinum,2018-09-04 22:19:10
26521,53,83.7,Member,2018-09-04 22:23:19
26468,133,364.0,Platinum,2018-09-04 22:28:42
26523,158,329.0,Platinum,2018-09-04 22:37:27
26487,250,238.6,Gold,2018-09-04 22:38:39
26477,115,103.1,Gold,2018-09-04 22:39:54
26550,140,89.4,Member,2018-09-04 22:46:43
26569,124,1590.3,VIP,2018-09-04 22:55:36
26506,55,404.4,Platinum,2018-09-04 23:27:37
20983,32,683.6,Diamond,2018-09-04 23:35:19
20983,229,279.3,Diamond,2018-09-04 23:35:19
26466,243,475.8,Platinum,2018-09-04 23:45:19
26496,160,67.4,Member,2018-09-04 23:56:55
26654,175,238.9,Gold,2018-09-05 00:11:11
26674,148,91.6,Member,2018-09-05 00:13:48
26663,166,1382.6,VIP,2018-09-05 00:20:50
26696,219,617.7,Diamond,2018-09-05 00:32:18
26608,96,442.7,Platinum,2018-09-05 01:06:45
26651,67,812.3,Diamond,2018-09-05 01:12:35
12075,63,208.8,Platinum,2018-09-05 01:32:17
12075,36,149.9,Platinum,2018-09-05 01:32:17
26706,132,286.4,Platinum,2018-09-05 01:33:05
22512,195,170.0,VIP,2018-09-05 01:37:38
22512,288,1026.8,VIP,2018-09-05 01:37:38
26585,209,131.4,Gold,2018-09-05 05:11:57
26688,187,1044.1,VIP,2018-09-05 05:55:18
26611,52,226.2,Gold,2018-09-05 07:17:48
24129,77,1273.0,VIP,2018-09-05 07:23:57
24129,149,202.5,VIP,2018-09-05 07:23:57
26582,97,623.6,Diamond,2018-09-05 07:41:46
26597,124,359.0,Platinum,2018-09-05 07:41:55
26710,212,294.2,Platinum,2018-09-05 07:53:49
26602,76,407.9,Platinum,2018-09-05 08:02:41
26640,228,295.7,Platinum,2018-09-05 08:07:55
26669,290,465.6,Platinum,2018-09-05 08:14:23
24247,87,477.3,Diamond,2018-09-05 08:16:07
24247,43,221.8,Diamond,2018-09-05 08:16:07
26712,231,135.1,Gold,2018-09-05 08:17:07
14450,85,101.5,Platinum,2018-09-05 08:21:18
14450,100,158.8,Platinum,2018-09-05 08:21:18
14450,224,187.6,Platinum,2018-09-05 08:21:18
26586,205,381.1,Platinum,2018-09-05 08:22:39
26652,59,587.8,Diamond,2018-09-05 08:23:43
5223,178,218.0,Diamond,2018-09-05 08:38:19
5223,98,288.6,Diamond,2018-09-05 08:38:19
26637,25,339.3,Platinum,2018-09-05 08:39:45
4594,64,390.8,VIP,2018-09-05 08:53:24
4594,85,149.2,VIP,2018-09-05 08:53:24
4594,290,1302.2,VIP,2018-09-05 08:53:24
26622,36,469.2,Platinum,2018-09-05 08:55:00
26690,110,1386.1,VIP,2018-09-05 08:57:45
16767,130,3085.9,VIP,2018-09-05 09:03:14
16767,26,650.2,VIP,2018-09-05 09:03:14
26612,107,1886.4,VIP,2018-09-05 09:04:45
26625,165,485.2,Platinum,2018-09-05 09:11:21
26687,250,199.2,Gold,2018-09-05 09:13:54
26576,46,606.3,Diamond,2018-09-05 09:32:45
26583,228,222.5,Gold,2018-09-05 09:33:07
26619,178,312.4,Platinum,2018-09-05 09:38:23
26693,218,248.6,Gold,2018-09-05 09:44:30
26707,292,422.9,Platinum,2018-09-05 09:47:20
26694,223,170.6,Gold,2018-09-05 10:05:54
26644,167,187.4,Gold,2018-09-05 10:15:29
26667,187,741.1,Diamond,2018-09-05 10:35:51
26634,262,851.0,Diamond,2018-09-05 10:48:06
15335,148,500.1,Diamond,2018-09-05 11:04:01
15335,21,215.3,Diamond,2018-09-05 11:04:01
26704,283,992.7,Diamond,2018-09-05 11:04:33
234,135,171.7,Platinum,2018-09-05 11:10:17
234,187,262.7,Platinum,2018-09-05 11:10:17
26658,75,358.1,Platinum,2018-09-05 11:12:15
4682,218,190.1,Platinum,2018-09-05 11:16:24
4682,60,122.7,Platinum,2018-09-05 11:16:24
26708,284,237.0,Gold,2018-09-05 11:20:34
26587,187,531.1,Diamond,2018-09-05 11:21:32
26626,161,201.6,Gold,2018-09-05 11:22:54
26573,261,228.7,Gold,2018-09-05 11:23:16
26678,198,148.7,Gold,2018-09-05 11:24:37
26653,202,83.6,Member,2018-09-05 11:27:47
8758,64,273.4,VIP,2018-09-05 11:30:04
8758,292,775.6,VIP,2018-09-05 11:30:04
26623,82,706.2,Diamond,2018-09-05 11:32:10
10717,193,112.6,VIP,2018-09-05 11:35:38
10717,54,907.4,VIP,2018-09-05 11:35:38
26692,103,314.3,Platinum,2018-09-05 11:36:07
26630,75,359.1,Platinum,2018-09-05 11:51:59
26675,106,578.7,Diamond,2018-09-05 11:54:25
26659,121,1303.5,VIP,2018-09-05 12:13:24
26577,126,260.3,Platinum,2018-09-05 12:17:27
26671,7,190.5,Gold,2018-09-05 12:21:51
10942,171,748.7,VIP,2018-09-05 12:28:28
10942,241,568.0,VIP,2018-09-05 12:28:28
26713,255,93.0,Member,2018-09-05 12:28:52
26699,174,206.0,Gold,2018-09-05 12:34:39
26601,109,726.2,Diamond,2018-09-05 12:39:26
26614,160,262.3,Platinum,2018-09-05 12:39:41
26670,164,77.9,Member,2018-09-05 12:50:54
2131,217,1794.9,VIP,2018-09-05 12:54:43
2131,40,208.0,VIP,2018-09-05 12:54:43
26656,41,718.4,Diamond,2018-09-05 13:01:40
26703,70,1025.5,VIP,2018-09-05 13:04:39
10087,165,814.6,VIP,2018-09-05 13:12:34
10087,88,1155.1,VIP,2018-09-05 13:12:34
14860,235,194.2,VIP,2018-09-05 13:17:12
14860,179,852.6,VIP,2018-09-05 13:17:12
14860,165,224.8,VIP,2018-09-05 13:17:12
1513,28,135.0,Platinum,2018-09-05 13:27:20
1513,188,139.5,Platinum,2018-09-05 13:27:20
26664,139,306.7,Platinum,2018-09-05 13:28:41
26613,84,573.9,Diamond,2018-09-05 13:31:00
26594,254,300.4,Platinum,2018-09-05 13:35:58
21605,79,154.7,Diamond,2018-09-05 13:50:28
21605,25,404.8,Diamond,2018-09-05 13:50:28
26665,262,186.0,Gold,2018-09-05 14:00:36
4274,151,56.1,Diamond,2018-09-05 14:08:34
4274,90,606.1,Diamond,2018-09-05 14:08:34
18893,267,268.5,Diamond,2018-09-05 14:11:01
18893,70,295.5,Diamond,2018-09-05 14:11:01
26646,196,2371.5,VIP,2018-09-05 14:18:32
25929,56,64.4,Platinum,2018-09-05 14:35:40
25929,15,368.0,Platinum,2018-09-05 14:35:40
26599,231,215.5,Gold,2018-09-05 14:39:08
26677,248,444.8,Platinum,2018-09-05 14:51:15
16045,56,370.6,Diamond,2018-09-05 14:54:54
16045,252,469.3,Diamond,2018-09-05 14:54:54
26641,184,829.1,Diamond,2018-09-05 14:54:55
21856,214,502.1,Diamond,2018-09-05 14:55:22
21856,91,161.3,Diamond,2018-09-05 14:55:22
26392,23,733.8,Diamond,2018-09-05 14:56:55
26392,134,87.9,Diamond,2018-09-05 14:56:55
22682,59,993.6,VIP,2018-09-05 15:01:49
22682,84,213.6,VIP,2018-09-05 15:01:49
26666,145,792.0,Diamond,2018-09-05 15:04:14
23146,33,98.7,Platinum,2018-09-05 15:05:59
23146,122,205.7,Platinum,2018-09-05 15:05:59
2055,16,416.8,VIP,2018-09-05 15:10:04
2055,274,1098.3,VIP,2018-09-05 15:10:04
2055,68,966.6,VIP,2018-09-05 15:10:04
18866,22,219.6,Diamond,2018-09-05 15:24:37
18866,74,532.2,Diamond,2018-09-05 15:24:37
26606,247,384.9,Platinum,2018-09-05 15:25:53
26647,161,352.0,Platinum,2018-09-05 15:28:22
26655,57,356.6,Platinum,2018-09-05 15:34:11
26643,201,135.5,Gold,2018-09-05 15:34:33
26574,207,331.2,Platinum,2018-09-05 15:52:21
4888,86,51.7,VIP,2018-09-05 15:57:22
4888,57,1081.7,VIP,2018-09-05 15:57:22
26581,212,474.5,Platinum,2018-09-05 15:59:54
26580,24,464.7,Platinum,2018-09-05 16:11:32
21050,144,998.7,VIP,2018-09-05 16:12:50
21050,152,632.2,VIP,2018-09-05 16:12:50
26682,123,245.3,Gold,2018-09-05 16:17:21
26686,220,1269.3,VIP,2018-09-05 16:19:24
8591,6,299.6,VIP,2018-09-05 16:25:35
8591,70,897.5,VIP,2018-09-05 16:25:35
8591,113,150.6,VIP,2018-09-05 16:25:35
8591,165,496.6,VIP,2018-09-05 16:25:35
26607,176,96.3,Member,2018-09-05 16:39:11
26691,38,360.7,Platinum,2018-09-05 16:40:03
26603,94,1067.1,VIP,2018-09-05 16:45:43
13800,105,317.1,Diamond,2018-09-05 16:52:50
13800,106,311.5,Diamond,2018-09-05 16:52:50
26633,276,473.8,Platinum,2018-09-05 16:56:18
26698,254,324.9,Platinum,2018-09-05 16:56:38
26615,242,1943.4,VIP,2018-09-05 17:01:38
26627,140,319.4,Platinum,2018-09-05 17:06:44
26648,10,177.2,Gold,2018-09-05 17:22:21
26632,40,719.7,Diamond,2018-09-05 17:27:01
26628,189,1149.1,VIP,2018-09-05 17:28:55
21223,77,516.3,Diamond,2018-09-05 17:47:12
21223,13,331.5,Diamond,2018-09-05 17:47:12
26709,23,215.4,Gold,2018-09-05 18:11:24
19169,49,363.7,Diamond,2018-09-05 18:20:39
19169,75,551.9,Diamond,2018-09-05 18:20:39
26620,193,309.8,Platinum,2018-09-05 18:46:12
26635,233,227.2,Gold,2018-09-05 18:54:25
26629,104,88.3,Member,2018-09-05 18:57:58
26702,35,127.3,Gold,2018-09-05 19:05:13
26639,7,609.4,Diamond,2018-09-05 19:10:04
26631,105,150.7,Gold,2018-09-05 19:10:26
11170,178,1441.2,VIP,2018-09-05 19:11:09
11170,254,292.3,VIP,2018-09-05 19:11:09
11170,133,291.3,VIP,2018-09-05 19:11:09
26661,198,199.5,Gold,2018-09-05 19:26:41
26572,17,250.3,Platinum,2018-09-05 19:49:50
26617,286,870.9,Diamond,2018-09-05 19:58:04
17030,69,108.1,Diamond,2018-09-05 19:59:24
17030,156,467.7,Diamond,2018-09-05 19:59:24
26600,259,650.6,Diamond,2018-09-05 20:02:45
411,19,419.0,Diamond,2018-09-05 20:11:00
411,41,311.6,Diamond,2018-09-05 20:11:00
26673,95,182.5,Gold,2018-09-05 20:12:22
14589,283,324.3,Diamond,2018-09-05 20:15:38
14589,115,236.4,Diamond,2018-09-05 20:15:38
26668,23,391.3,Platinum,2018-09-05 20:17:12
13461,296,1083.9,VIP,2018-09-05 20:17:13
13461,142,122.8,VIP,2018-09-05 20:17:13
13461,15,922.5,VIP,2018-09-05 20:17:13
14319,71,228.9,Diamond,2018-09-05 20:21:32
14319,190,416.9,Diamond,2018-09-05 20:21:32
26642,255,168.1,Gold,2018-09-05 20:32:14
26610,282,147.6,Gold,2018-09-05 20:59:20
26604,126,404.5,Platinum,2018-09-05 21:00:26
5396,189,150.9,Platinum,2018-09-05 21:01:30
5396,218,106.4,Platinum,2018-09-05 21:01:30
26598,108,845.7,Diamond,2018-09-05 21:05:12
3276,53,90.4,VIP,2018-09-05 21:06:15
3276,286,910.6,VIP,2018-09-05 21:06:15
26672,161,150.9,Gold,2018-09-05 21:09:23
26624,123,817.7,Diamond,2018-09-05 21:17:29
26621,201,197.7,Gold,2018-09-05 21:32:36
26571,281,1660.6,VIP,2018-09-05 21:33:03
1596,50,1767.8,VIP,2018-09-05 21:37:11
1596,259,810.4,VIP,2018-09-05 21:37:11
1596,143,104.4,VIP,2018-09-05 21:37:11
24574,65,278.5,Diamond,2018-09-05 21:37:12
24574,288,416.3,Diamond,2018-09-05 21:37:12
26684,46,348.9,Platinum,2018-09-05 21:40:34
26697,245,1419.8,VIP,2018-09-05 21:40:45
26650,114,1459.6,VIP,2018-09-05 21:41:17
12666,36,1606.3,VIP,2018-09-05 21:43:44
12666,65,281.9,VIP,2018-09-05 21:43:44
22528,119,75.0,Platinum,2018-09-05 21:48:29
22528,80,293.8,Platinum,2018-09-05 21:48:29
26590,203,192.7,Gold,2018-09-05 21:50:13
23482,56,64.1,Diamond,2018-09-05 21:53:41
23482,268,464.5,Diamond,2018-09-05 21:53:41
15414,91,907.9,VIP,2018-09-05 21:56:29
15414,188,1177.9,VIP,2018-09-05 21:56:29
26638,163,502.9,Diamond,2018-09-05 22:07:30
26660,26,512.9,Diamond,2018-09-05 22:08:31
26595,287,381.9,Platinum,2018-09-05 22:12:22
26685,84,478.3,Platinum,2018-09-05 22:14:01
26636,52,187.7,Gold,2018-09-05 22:18:04
20694,11,1110.0,VIP,2018-09-05 22:23:29
20694,249,345.1,VIP,2018-09-05 22:23:29
26592,212,1118.7,VIP,2018-09-05 22:24:15
7971,64,187.2,Platinum,2018-09-05 22:29:43
7971,292,221.1,Platinum,2018-09-05 22:29:43
26591,152,792.3,Diamond,2018-09-05 22:47:52
26689,296,451.3,Platinum,2018-09-05 22:48:17
26589,48,845.4,Diamond,2018-09-05 23:02:52
26649,9,69.7,Member,2018-09-05 23:18:21
26662,151,111.2,Gold,2018-09-05 23:26:03
26596,115,271.4,Platinum,2018-09-05 23:29:55
26680,247,330.2,Platinum,2018-09-05 23:43:38
26762,23,311.2,Platinum,2018-09-06 00:13:48
26769,217,724.5,Diamond,2018-09-06 00:36:05
26759,89,758.9,Diamond,2018-09-06 02:36:39
26714,194,154.6,Gold,2018-09-06 03:23:39
20430,294,350.6,VIP,2018-09-06 07:08:27
20430,216,1768.7,VIP,2018-09-06 07:08:27
26772,201,623.8,Diamond,2018-09-06 08:19:38
26744,130,566.9,Diamond,2018-09-06 08:25:45
26730,261,663.0,Diamond,2018-09-06 08:35:51
23137,297,273.4,Diamond,2018-09-06 08:39:52
23137,187,502.2,Diamond,2018-09-06 08:39:52
26753,221,416.5,Platinum,2018-09-06 08:52:45
26794,203,208.0,Gold,2018-09-06 09:04:13
26774,133,472.5,Platinum,2018-09-06 09:10:35
26752,44,443.3,Platinum,2018-09-06 09:20:57
26732,150,850.3,Diamond,2018-09-06 09:23:43
26793,285,192.6,Gold,2018-09-06 09:43:41
26799,145,420.0,Platinum,2018-09-06 09:53:08
26796,126,353.2,Platinum,2018-09-06 09:53:43
26734,152,690.8,Diamond,2018-09-06 09:56:00
26809,229,519.9,Diamond,2018-09-06 10:21:23
19657,286,239.3,Platinum,2018-09-06 10:31:58
19657,219,146.4,Platinum,2018-09-06 10:31:58
26763,82,152.9,Gold,2018-09-06 10:35:26
26803,47,131.4,Gold,2018-09-06 10:42:06
26800,266,2046.2,VIP,2018-09-06 10:44:40
26726,234,868.4,Diamond,2018-09-06 10:48:38
26764,261,449.3,Platinum,2018-09-06 10:50:06
26756,108,314.7,Platinum,2018-09-06 11:05:47
3825,5,1050.6,VIP,2018-09-06 11:07:05
3825,275,332.8,VIP,2018-09-06 11:07:05
3825,288,622.4,VIP,2018-09-06 11:07:05
26736,129,448.9,Platinum,2018-09-06 11:08:36
21041,128,902.5,VIP,2018-09-06 11:26:54
21041,74,164.9,VIP,2018-09-06 11:26:54
26760,66,264.4,Platinum,2018-09-06 11:32:08
26776,227,834.5,Diamond,2018-09-06 11:40:49
26715,137,801.7,Diamond,2018-09-06 11:45:09
26748,164,494.5,Platinum,2018-09-06 11:46:03
26798,35,493.8,Platinum,2018-09-06 11:47:35
26755,283,170.1,Gold,2018-09-06 11:53:43
26805,193,269.4,Platinum,2018-09-06 12:09:31
26738,129,1627.8,VIP,2018-09-06 12:10:51
12594,157,454.6,Diamond,2018-09-06 12:14:15
12594,161,305.0,Diamond,2018-09-06 12:14:15
17573,100,1816.0,VIP,2018-09-06 12:38:22
17573,135,278.3,VIP,2018-09-06 12:38:22
26810,171,594.8,Diamond,2018-09-06 12:44:50
4023,269,395.1,Diamond,2018-09-06 12:48:10
4023,212,313.9,Diamond,2018-09-06 12:48:10
14170,184,338.5,Diamond,2018-09-06 12:54:18
14170,150,245.7,Diamond,2018-09-06 12:54:18
26718,293,1470.1,VIP,2018-09-06 12:59:46
457,283,168.7,Diamond,2018-09-06 13:02:52
457,198,468.6,Diamond,2018-09-06 13:02:52
26733,171,279.2,Platinum,2018-09-06 13:03:10
10709,237,953.4,VIP,2018-09-06 13:16:51
10709,159,657.1,VIP,2018-09-06 13:16:51
26778,9,134.9,Gold,2018-09-06 13:44:08
26716,112,245.2,Gold,2018-09-06 13:45:15
26784,116,197.7,Gold,2018-09-06 13:49:16
26770,57,1786.2,VIP,2018-09-06 13:51:26
26758,202,422.0,Platinum,2018-09-06 14:03:10
26721,97,1973.8,VIP,2018-09-06 14:07:11
26801,252,122.5,Gold,2018-09-06 14:11:27
12173,123,238.4,VIP,2018-09-06 14:14:18
12173,40,1034.5,VIP,2018-09-06 14:14:18
12173,283,1387.7,VIP,2018-09-06 14:14:18
26779,5,275.4,Platinum,2018-09-06 14:47:48
26740,258,524.1,Diamond,2018-09-06 14:58:21
5621,179,466.2,VIP,2018-09-06 14:59:17
5621,18,1358.8,VIP,2018-09-06 14:59:17
26771,14,591.0,Diamond,2018-09-06 14:59:25
26749,47,630.3,Diamond,2018-09-06 15:01:43
10106,223,172.1,Diamond,2018-09-06 15:06:48
10106,207,546.3,Diamond,2018-09-06 15:06:48
26789,52,274.2,Platinum,2018-09-06 15:08:22
24661,29,516.8,Diamond,2018-09-06 15:28:48
24661,228,400.4,Diamond,2018-09-06 15:28:48
26722,203,1467.0,VIP,2018-09-06 15:45:10
26761,101,782.8,Diamond,2018-09-06 15:57:13
26743,279,470.2,Platinum,2018-09-06 15:58:17
14805,143,2205.0,VIP,2018-09-06 16:26:12
14805,290,55.3,VIP,2018-09-06 16:26:12
26719,50,598.3,Diamond,2018-09-06 16:41:40
26723,126,163.4,Gold,2018-09-06 16:46:08
26747,23,412.0,Platinum,2018-09-06 16:47:38
25300,84,638.6,VIP,2018-09-06 17:05:49
25300,101,1987.4,VIP,2018-09-06 17:05:49
25300,192,240.7,VIP,2018-09-06 17:05:49
26765,46,222.5,Gold,2018-09-06 17:16:18
26788,103,224.7,Gold,2018-09-06 17:22:37
22758,165,48.1,Platinum,2018-09-06 17:25:36
22758,56,205.7,Platinum,2018-09-06 17:25:36
26750,115,152.9,Gold,2018-09-06 17:55:11
26787,134,160.7,Gold,2018-09-06 18:01:18
758,293,437.8,Diamond,2018-09-06 18:55:18
758,121,462.8,Diamond,2018-09-06 18:55:18
21571,228,334.7,VIP,2018-09-06 19:02:37
21571,210,691.9,VIP,2018-09-06 19:02:37
21571,156,233.6,VIP,2018-09-06 19:02:37
26731,137,2289.9,VIP,2018-09-06 19:17:22
26724,25,72.7,Member,2018-09-06 19:26:06
26754,260,215.8,Gold,2018-09-06 19:26:19
12349,258,924.4,VIP,2018-09-06 19:50:43
12349,172,1464.4,VIP,2018-09-06 19:50:43
26773,109,1801.4,VIP,2018-09-06 19:52:25
20583,7,445.3,Diamond,2018-09-06 19:57:38
20583,89,131.6,Diamond,2018-09-06 19:57:38
26802,274,91.7,Member,2018-09-06 20:23:43
11663,207,432.1,Diamond,2018-09-06 20:24:10
11663,140,81.9,Diamond,2018-09-06 20:24:10
26775,236,381.6,Platinum,2018-09-06 20:24:10
23393,169,64.9,Gold,2018-09-06 20:28:42
23393,254,130.4,Gold,2018-09-06 20:28:42
